municipality,year,emp_rate,part_rate
Vesthimmerlands,2011,71.9,75.8
Vesthimmerlands,2012,71.5,75.4
Vesthimmerlands,2013,71.2,75.2
Vesthimmerlands,2014,71.7,74.8
Vesthimmerlands,2015,72.1,75.3
Vesthimmerlands,2016,73.1,75.8
Vesthimmerlands,2017,73.9,77.0
Vesthimmerlands,2018,75.1,77.8
Vesthimmerlands,2019,75.2,78.1
Vesthimmerlands,2020,74.8,78.4
Vesthimmerlands,2021,77.1,78.9
Vesthimmerlands,2022,77.7,79.5
Vesthimmerlands,2023,77.4,79.5
Viborg,2008,79.4,80.6
Viborg,2009,75.8,79.2
Viborg,2010,75.4,78.4
Viborg,2011,74.5,77.5
Viborg,2012,73.5,76.8
Viborg,2013,73.5,76.3
Viborg,2014,73.4,75.9
Viborg,2015,73.8,76.2
Viborg,2016,74.4,76.5
Viborg,2017,75.4,77.6
Viborg,2018,76.0,78.1
Viborg,2019,76.5,78.8
Viborg,2020,76.1,78.7
Viborg,2021,78.3,79.7
Viborg,2022,78.3,80.1
Viborg,2023,78.0,79.8
Vordingborg,2008,71.8,74.1
Vordingborg,2009,68.6,72.6
Vordingborg,2010,68.0,71.5
Vordingborg,2011,68.1,71.3
Vordingborg,2012,67.4,71.0
Vordingborg,2013,67.3,70.5
Vordingborg,2014,67.0,70.1
Vordingborg,2015,67.3,70.0
Vordingborg,2016,68.3,70.9
Vordingborg,2017,69.2,72.1
Vordingborg,2018,70.6,73.6
Vordingborg,2019,71.3,74.2
Vordingborg,2020,71.5,74.6
Vordingborg,2021,73.6,75.5
Vordingborg,2022,74.3,76.2
Vordingborg,2023,74.7,76.7
Ærø,2008,68.4,70.0
Ærø,2009,66.7,69.5
Ærø,2010,66.0,68.6
Ærø,2011,65.4,68.3
Ærø,2012,65.9,69.3
Ærø,2013,64.7,67.6
Ærø,2014,65.1,67.7
Ærø,2015,65.8,68.3
Ærø,2016,67.0,69.9
Ærø,2017,68.1,70.7
Ærø,2018,70.1,72.7
Ærø,2019,69.3,72.7
Ærø,2020,69.7,72.6
Ærø,2021,71.6,73.2
Ærø,2022,72.1,73.4
Ærø,2023,73.5,74.6
